Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,attrition_flag,income_log,tenure_ratio,promotion_gap_ratio,manager_tenure_ratio,distance_per_income,overtime_flag,travel_frequently_flag,single_flag,male_flag,age_group,income_group,tenure_group
46,No,Travel_Rarely,1485,Research & Development,18,3,Medical,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,26314,2,No,14,3,3,1,19,5,2,10,7,0,8,0,8.478660241699453,0.5,0.0,0.7272727272727273,0.003741425898981501,0,0,0,0,46-55,중하,6-10년
42,No,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,4,Female,88,2,2,Healthcare Representative,4,Married,4523,4386,0,No,11,3,4,3,7,4,4,6,5,0,4,0,8.41715183723601,0.75,0.0,0.5714285714285714,0.00618921308576481,0,1,0,0,36-45,중하,6-10년
24,Yes,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,Female,62,3,1,Sales Representative,2,Single,3202,21972,1,Yes,16,3,2,0,6,4,3,5,3,1,4,1,8.071843149609158,0.7142857142857143,0.16666666666666666,0.6666666666666666,0.00031220730565095225,1,0,1,0,18-25,중하,3-5년
34,Yes,Travel_Frequently,296,Sales,6,2,Marketing,4,Female,33,1,1,Sales Representative,3,Divorced,2351,12253,0,No,16,3,4,1,3,3,2,2,2,1,0,1,7.763021309018518,0.5,0.3333333333333333,0.0,0.002551020408163265,0,1,0,0,26-35,저소득,0-2년
38,No,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,4,Male,42,3,1,Laboratory Technician,4,Married,1702,12106,1,Yes,23,4,3,1,1,3,3,1,0,0,0,0,7.440146680662688,0.5,0.0,0.0,0.0011743981209630064,1,1,0,1,36-45,저소득,0-2년
40,No,Travel_Rarely,1398,Sales,2,4,Life Sciences,3,Female,79,3,5,Manager,3,Married,18041,13022,0,No,14,3,4,0,21,2,3,20,15,1,12,0,9.800457652216584,0.9090909090909091,0.047619047619047616,0.5714285714285714,0.00011085245538188671,0,0,0,0,36-45,고소득,11-20년
26,No,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,Female,90,3,1,Research Scientist,4,Divorced,2886,3032,1,No,22,4,2,2,3,3,1,3,2,0,2,0,7.967973179662935,0.75,0.0,0.5,0.00796674748874264,0,0,0,0,26-35,저소득,3-5년
30,No,Non-Travel,1400,Research & Development,3,3,Life Sciences,3,Male,53,3,1,Laboratory Technician,4,Married,2097,16734,4,No,15,3,3,1,9,3,1,5,3,1,4,0,7.6487397889562425,0.5,0.16666666666666666,0.6666666666666666,0.0014299332697807435,0,0,0,1,26-35,저소득,3-5년
29,No,Travel_Rarely,986,Research & Development,3,4,Medical,2,Male,93,2,3,Research Director,3,Married,11935,21526,1,No,18,3,3,0,10,2,3,10,2,0,7,0,9.387314322443542,0.9090909090909091,0.0,0.6363636363636364,0.00025134048257372655,0,0,0,1,26-35,고소득,6-10년
29,Yes,Travel_Rarely,408,Research & Development,25,5,Technical Degree,3,Female,71,2,1,Research Scientist,2,Married,2546,18300,5,No,16,3,2,0,6,2,4,2,2,1,1,1,7.842671474979457,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.009815469179426776,0,0,0,0,26-35,저소득,0-2년
19,Yes,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,Male,52,2,1,Human Resources,4,Single,2564,18437,1,No,12,3,3,0,1,3,4,1,0,0,0,1,7.84971375760487,0.5,0.0,0.0,0.0007797270955165692,0,0,1,1,18-25,저소득,0-2년
30,No,Non-Travel,1398,Sales,22,4,Other,3,Female,69,3,3,Sales Executive,1,Married,8412,2890,0,No,11,3,3,0,10,3,3,9,8,7,8,0,9.037533407550814,0.8181818181818182,0.7,0.8,0.002615000594318317,0,0,0,0,26-35,고소득,6-10년
57,No,Travel_Rarely,210,Sales,29,3,Marketing,1,Male,56,2,4,Manager,4,Divorced,14118,22102,3,No,12,3,3,1,32,3,2,1,0,0,0,0,9.555276687009526,0.030303030303030304,0.0,0.0,0.0020539698278914937,0,0,0,1,56-65,고소득,0-2년
50,No,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,2,Male,88,2,4,Manager,3,Married,17046,9314,0,No,15,3,2,1,28,2,3,27,10,15,7,0,9.743729514150925,0.9310344827586207,0.5357142857142857,0.25,0.0017011790930955594,0,0,0,1,46-55,고소득,20년 초과
30,No,Non-Travel,1116,Research & Development,2,3,Medical,3,Female,49,3,1,Laboratory Technician,4,Single,2564,7181,0,No,14,3,3,0,12,2,2,11,7,6,7,0,7.84971375760487,0.8461538461538461,0.5,0.5833333333333334,0.0007797270955165692,0,0,1,0,26-35,저소득,11-20년
60,No,Travel_Frequently,1499,Sales,28,3,Marketing,3,Female,80,2,3,Sales Executive,1,Married,10266,2845,4,No,19,3,4,0,22,5,4,18,13,13,11,0,9.236690147298965,0.782608695652174,0.6842105263157895,0.5789473684210527,0.0027271841823317423,0,1,0,0,56-65,고소득,11-20년
47,No,Travel_Rarely,983,Research & Development,2,2,Medical,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070,7389,5,No,13,3,3,3,20,2,3,5,0,0,4,0,8.531293315795018,0.23809523809523808,0.0,0.6666666666666666,0.00039439952672056796,0,0,0,0,46-55,중상,3-5년
46,No,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,Male,51,3,4,Research Director,3,Married,17861,2288,6,No,13,3,3,0,26,2,1,3,2,0,1,0,9.790430830243832,0.1111111111111111,0.0,0.25,0.00011196954428395476,0,0,0,1,46-55,고소득,3-5년
35,No,Travel_Rarely,144,Research & Development,22,3,Life Sciences,4,Male,46,1,1,Laboratory Technician,3,Single,4230,19225,0,No,15,3,3,0,6,2,3,5,4,4,3,0,8.350193650720067,0.7142857142857143,0.6666666666666666,0.5,0.005199716379106594,0,0,1,1,26-35,중하,3-5년
54,No,Travel_Rarely,548,Research & Development,8,4,Life Sciences,3,Female,42,3,2,Laboratory Technician,3,Single,3780,23428,7,No,11,3,3,0,19,3,3,1,0,0,0,0,8.237743803890933,0.05,0.0,0.0,0.0021158423697434543,0,0,1,0,46-55,중하,0-2년
34,No,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,4,Male,62,2,1,Research Scientist,3,Divorced,2768,8416,3,No,12,3,3,1,14,3,3,7,3,5,7,0,7.926241523170962,0.4666666666666667,0.625,0.875,0.0007222824124232575,0,0,0,1,26-35,저소득,6-10년
46,No,Travel_Rarely,1125,Sales,10,3,Marketing,3,Female,94,2,3,Sales Executive,4,Married,9071,11563,2,Yes,19,3,3,1,15,3,3,3,2,1,2,0,9.112948025967533,0.1875,0.25,0.5,0.0011022927689594356,1,0,0,0,46-55,고소득,3-5년
31,No,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,14394,1,No,25,4,4,1,13,6,4,13,8,0,8,0,9.273221270015384,0.9285714285714286,0.0,0.5714285714285714,0.000845149779322002,0,0,0,1,26-35,고소득,11-20년
33,Yes,Travel_Rarely,1277,Research & Development,15,1,Medical,2,Male,56,3,3,Manager,3,Married,13610,24619,7,Yes,12,3,4,0,15,2,4,7,6,7,7,1,9.518633568332074,0.4375,0.875,0.875,0.001102049812651532,1,0,0,1,26-35,고소득,6-10년
33,Yes,Travel_Rarely,587,Research & Development,10,1,Medical,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,6705,7,No,13,3,1,3,8,2,3,4,3,1,3,1,8.134174272137903,0.4444444444444444,0.2,0.6,0.002933411557641537,0,0,0,1,26-35,중하,3-5년
30,No,Travel_Rarely,413,Sales,7,1,Marketing,4,Male,57,3,1,Sales Representative,2,Single,2983,18398,0,No,14,3,1,0,4,3,3,3,2,1,2,0,8.001019961323651,0.6,0.25,0.5,0.0023458445040214475,0,0,1,1,26-35,중하,3-5년
35,No,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,4,Male,72,3,3,Healthcare Representative,3,Married,7632,14295,4,Yes,12,3,3,0,10,2,3,8,7,0,0,0,8.94023623179847,0.7272727272727273,0.0,0.0,0.002096161404428141,1,0,0,1,26-35,중상,6-10년
31,Yes,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,Male,66,3,3,Healthcare Representative,3,Married,9824,22908,3,No,12,3,1,0,12,2,3,1,0,0,0,1,9.192685436737461,0.07692307692307693,0.0,0.0,0.002035623409669211,0,1,0,1,26-35,고소득,0-2년
34,Yes,Travel_Frequently,988,Human Resources,23,3,Human Resources,2,Female,43,3,3,Human Resources,1,Divorced,9950,11533,9,Yes,15,3,3,3,11,2,3,3,2,0,2,1,9.205428327615163,0.25,0.0,0.5,0.0023113254949251334,1,1,0,0,26-35,고소득,3-5년
42,No,Travel_Frequently,1474,Research & Development,5,2,Other,2,Male,97,3,1,Laboratory Technician,3,Married,2093,9260,4,No,17,3,4,1,8,4,3,2,2,2,0,0,7.646831391430482,0.2222222222222222,0.6666666666666666,0.0,0.002387774594078319,0,1,0,1,36-45,저소득,0-2년
36,No,Non-Travel,635,Sales,10,4,Medical,2,Male,32,3,3,Sales Executive,4,Single,9980,15318,1,No,14,3,4,0,10,3,2,10,3,9,7,0,9.208438564686587,0.9090909090909091,0.8181818181818182,0.6363636363636364,0.0010019036168720569,0,0,1,1,36-45,고소득,6-10년
22,Yes,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,3,Male,99,2,1,Laboratory Technician,3,Single,3894,9129,5,No,16,3,3,0,4,3,3,2,2,1,2,1,8.267448958304849,0.4,0.3333333333333333,0.6666666666666666,0.0010269576379974327,0,1,1,1,18-25,중하,0-2년
48,No,Travel_Rarely,163,Sales,2,5,Marketing,2,Female,37,3,2,Sales Executive,4,Married,4051,19658,2,No,14,3,1,1,14,2,3,9,7,6,7,0,8.306965865368573,0.6,0.6,0.7,0.0004935834155972359,0,0,0,0,46-55,중하,6-10년
55,No,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,Female,83,3,4,Manager,2,Single,16835,9873,3,No,23,4,4,0,37,2,3,10,9,7,7,0,9.731274729890462,0.2631578947368421,0.6363636363636364,0.6363636363636364,0.0010691375623663579,0,0,1,0,46-55,고소득,6-10년
41,No,Non-Travel,267,Sales,10,2,Life Sciences,4,Male,56,3,2,Sales Executive,4,Single,6230,13430,7,No,14,3,4,0,16,3,3,14,3,1,10,0,8.737292112544221,0.8235294117647058,0.06666666666666667,0.6666666666666666,0.0016048788316482105,0,0,1,1,36-45,중상,11-20년
35,No,Travel_Rarely,619,Sales,1,3,Marketing,2,Male,85,3,2,Sales Executive,3,Married,4717,18659,9,No,11,3,3,0,15,2,3,11,9,6,9,0,8.45914025996762,0.6875,0.5,0.75,0.000211954217888936,0,0,0,1,26-35,중하,11-20년
40,No,Travel_Rarely,302,Research & Development,6,3,Life Sciences,2,Female,75,3,4,Manufacturing Director,3,Single,13237,20364,7,No,15,3,3,0,22,3,3,20,6,5,13,0,9.490846760678869,0.8695652173913043,0.23809523809523808,0.6190476190476191,0.0004532406707961928,0,0,1,0,36-45,고소득,11-20년
39,No,Travel_Frequently,443,Research & Development,8,1,Life Sciences,3,Female,48,3,1,Laboratory Technician,3,Married,3755,17872,1,No,11,3,1,1,8,3,3,8,3,0,7,0,8.231109840328154,0.8888888888888888,0.0,0.7777777777777778,0.002129925452609159,0,1,0,0,36-45,중하,6-10년
31,No,Travel_Rarely,828,Sales,2,1,Life Sciences,2,Male,77,3,2,Sales Executive,4,Single,6582,8346,4,Yes,13,3,3,0,10,2,4,6,5,0,5,0,8.792245847467877,0.5454545454545454,0.0,0.7142857142857143,0.0003038128512836093,1,0,1,1,26-35,중상,6-10년
42,No,Travel_Rarely,319,Research & Development,24,3,Medical,4,Male,56,3,3,Manufacturing Director,1,Married,7406,6950,1,Yes,21,4,4,1,10,5,2,10,9,5,8,0,8.91018077801329,0.9090909090909091,0.45454545454545453,0.7272727272727273,0.0032401782098015392,1,0,0,1,36-45,중상,6-10년
45,No,Travel_Rarely,561,Sales,2,3,Other,4,Male,61,3,2,Sales Executive,2,Married,4805,16177,0,No,19,3,2,1,9,3,4,8,7,3,7,0,8.477620416296414,0.8,0.3333333333333333,0.7777777777777778,0.0004161464835622139,0,0,0,1,36-45,중하,6-10년
26,Yes,Travel_Frequently,426,Human Resources,17,4,Life Sciences,2,Female,58,3,1,Human Resources,3,Divorced,2741,22808,0,Yes,11,3,2,1,8,2,2,7,7,1,0,1,7.91644286012226,0.7777777777777778,0.125,0.0,0.006199854121079504,1,1,0,0,26-35,저소득,6-10년
29,No,Travel_Rarely,232,Research & Development,19,3,Technical Degree,4,Male,34,3,2,Manufacturing Director,4,Divorced,4262,22645,4,No,12,3,2,2,8,2,4,3,2,1,2,0,8.35772841676521,0.3333333333333333,0.25,0.5,0.004456955195871452,0,0,0,1,26-35,중하,3-5년
33,No,Travel_Rarely,922,Research & Development,1,5,Medical,1,Female,95,4,4,Research Director,3,Divorced,16184,22578,4,No,19,3,3,1,10,2,3,6,1,0,5,0,9.691840166360345,0.5454545454545454,0.0,0.7142857142857143,6.178560395427866e-05,0,0,0,0,26-35,고소득,6-10년
31,No,Travel_Rarely,688,Sales,7,3,Life Sciences,3,Male,44,2,3,Manager,4,Divorced,11557,25291,9,No,21,4,3,1,10,3,2,5,4,0,1,0,9.355133116877724,0.45454545454545453,0.0,0.16666666666666666,0.0006056411143796505,0,0,0,1,26-35,고소득,3-5년
18,Yes,Travel_Frequently,1306,Sales,5,3,Marketing,2,Male,69,3,1,Sales Representative,2,Single,1878,8059,1,Yes,14,3,4,0,0,3,3,0,0,0,0,1,7.538494999413465,0.0,0.0,0.0,0.0026609898882384245,1,1,1,1,18-25,저소득,0-2년
40,No,Non-Travel,1094,Sales,28,3,Other,3,Male,58,1,3,Sales Executive,1,Divorced,10932,11373,3,No,15,3,3,1,20,2,3,1,0,0,1,0,9.299541017434485,0.047619047619047616,0.0,0.5,0.0025610536906613005,0,0,0,1,36-45,고소득,0-2년
41,No,Non-Travel,509,Research & Development,2,4,Other,1,Female,62,2,2,Healthcare Representative,3,Single,6811,2112,2,Yes,17,3,1,0,10,3,3,8,7,0,7,0,8.826441041782578,0.7272727272727273,0.0,0.7777777777777778,0.0002935995302407516,1,0,1,0,36-45,중상,6-10년
26,No,Travel_Rarely,775,Sales,29,2,Medical,1,Male,45,3,2,Sales Executive,3,Divorced,4306,4267,5,No,12,3,1,2,8,5,3,0,0,0,0,0,8.36799688505411,0.0,0.0,0.0,0.006733224982586487,0,0,0,1,26-35,중하,0-2년
35,No,Travel_Rarely,195,Sales,1,3,Medical,1,Female,80,3,2,Sales Executive,3,Single,4859,6698,1,No,16,3,4,0,5,3,3,5,4,0,3,0,8.48879371689454,0.8333333333333334,0.0,0.5,0.00020576131687242798,0,0,1,0,26-35,중하,3-5년
34,No,Travel_Rarely,258,Sales,21,4,Life Sciences,4,Male,74,4,2,Sales Executive,4,Single,5337,19921,1,No,12,3,4,0,10,3,3,10,7,5,7,0,8.58260632996447,0.9090909090909091,0.45454545454545453,0.6363636363636364,0.003934057699512926,0,0,1,1,26-35,중상,6-10년
26,Yes,Travel_Rarely,471,Research & Development,24,3,Technical Degree,3,Male,66,1,1,Laboratory Technician,4,Single,2340,23213,1,Yes,18,3,2,0,1,3,1,1,0,0,0,1,7.75833346749091,0.5,0.0,0.0,0.010252029047415635,1,0,1,1,26-35,저소득,0-2년
37,No,Travel_Rarely,799,Research & Development,1,3,Technical Degree,2,Female,59,3,3,Manufacturing Director,4,Single,7491,23848,4,No,17,3,4,0,12,3,4,6,5,1,2,0,8.921591063563978,0.46153846153846156,0.14285714285714285,0.2857142857142857,0.00013347570742124932,0,0,1,0,36-45,중상,6-10년
46,No,Travel_Frequently,1034,Research & Development,18,1,Medical,1,Female,86,3,3,Healthcare Representative,3,Married,10527,8984,5,No,11,3,4,0,28,3,2,2,2,1,2,0,9.261793653565098,0.06896551724137931,0.3333333333333333,0.6666666666666666,0.001709726443768997,0,1,0,0,46-55,고소득,0-2년
41,No,Travel_Rarely,1276,Sales,2,5,Life Sciences,2,Female,91,3,4,Manager,1,Married,16595,5626,7,No,16,3,2,1,22,2,3,18,16,11,8,0,9.716916981452759,0.782608695652174,0.5789473684210527,0.42105263157894735,0.00012051096649795132,0,0,0,0,36-45,고소득,11-20년
37,No,Non-Travel,142,Sales,9,4,Medical,1,Male,69,3,3,Sales Executive,2,Divorced,8834,24666,1,No,13,3,4,1,9,6,3,9,5,7,7,0,9.086476384753796,0.9,0.7,0.7,0.0010186757215619694,0,0,0,1,36-45,고소득,6-10년
52,No,Travel_Rarely,956,Research & Development,6,2,Technical Degree,4,Male,78,3,2,Research Scientist,1,Divorced,5577,22087,3,Yes,12,3,2,2,18,3,3,10,9,6,9,0,8.626585568187433,0.5263157894736842,0.5454545454545454,0.8181818181818182,0.0010756543564001434,1,0,0,1,46-55,중상,6-10년
32,Yes,Non-Travel,1474,Sales,11,4,Other,4,Male,60,4,2,Sales Executive,3,Married,4707,23914,8,No,12,3,4,0,6,2,3,4,2,1,2,1,8.457018468380168,0.5714285714285714,0.2,0.4,0.002336448598130841,0,0,0,1,26-35,중하,3-5년
24,No,Travel_Frequently,535,Sales,24,3,Medical,4,Male,38,3,1,Sales Representative,4,Married,2400,5530,0,No,13,3,3,2,3,3,3,2,2,2,1,0,7.783640596221253,0.5,0.6666666666666666,0.3333333333333333,0.009995835068721367,0,1,0,1,18-25,저소득,0-2년
38,No,Travel_Rarely,1495,Research & Development,10,3,Medical,3,Female,76,3,2,Healthcare Representative,3,Married,9824,22174,3,No,19,3,3,1,18,4,3,1,0,0,0,0,9.192685436737461,0.05263157894736842,0.0,0.0,0.0010178117048346056,0,0,0,0,36-45,고소득,0-2년
37,No,Travel_Rarely,446,Research & Development,1,4,Life Sciences,2,Female,65,3,2,Manufacturing Director,2,Married,6447,15701,6,No,12,3,2,1,8,2,2,6,5,4,3,0,8.771525284186465,0.6666666666666666,0.5714285714285714,0.42857142857142855,0.00015508684863523573,0,0,0,0,36-45,중상,6-10년
49,No,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,4,Male,58,2,5,Research Director,3,Divorced,19502,2125,1,Yes,17,3,3,1,31,5,3,31,9,0,9,0,9.878323578872578,0.96875,0.0,0.28125,0.0009229349330872173,1,0,0,1,46-55,고소득,20년 초과
24,No,Travel_Rarely,691,Research & Development,23,3,Medical,2,Male,89,4,1,Research Scientist,4,Married,2725,21630,1,Yes,11,3,2,2,6,3,3,6,5,1,4,0,7.9105906122564775,0.8571428571428571,0.14285714285714285,0.5714285714285714,0.008437270726338958,1,0,0,1,18-25,저소득,6-10년
26,No,Travel_Rarely,703,Sales,28,2,Marketing,1,Male,66,3,2,Sales Executive,2,Married,6272,7428,1,No,20,4,4,2,6,5,4,5,3,1,4,0,8.744009988096744,0.7142857142857143,0.16666666666666666,0.6666666666666666,0.004463574047505181,0,0,0,1,26-35,중상,3-5년
24,No,Travel_Rarely,823,Research & Development,17,2,Other,4,Male,94,2,1,Laboratory Technician,2,Married,2127,9100,1,No,21,4,4,1,1,2,3,1,0,0,0,0,7.662937850461535,0.5,0.0,0.0,0.007988721804511278,0,0,0,1,18-25,저소득,0-2년
50,No,Travel_Frequently,1246,Human Resources,3,3,Medical,1,Male,99,3,5,Manager,2,Married,18200,7999,1,No,11,3,3,1,32,2,3,32,5,10,7,0,9.809231816610408,0.9696969696969697,0.30303030303030304,0.21212121212121213,0.00016482610845557937,0,1,0,1,46-55,고소득,20년 초과
25,No,Travel_Rarely,622,Sales,13,1,Medical,2,Male,40,3,1,Sales Representative,3,Married,2096,26376,1,No,11,3,3,0,7,1,3,7,4,0,6,0,7.64826303090192,0.875,0.0,0.75,0.00619933237958989,0,0,0,1,18-25,저소득,6-10년
24,Yes,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,Female,55,3,1,Laboratory Technician,3,Married,2886,14168,1,Yes,16,3,4,1,6,4,3,6,3,1,2,1,7.967973179662935,0.8571428571428571,0.14285714285714285,0.2857142857142857,0.0024246622791825423,1,1,0,0,18-25,저소득,6-10년
30,Yes,Travel_Frequently,448,Sales,12,4,Life Sciences,2,Male,74,2,1,Sales Representative,1,Married,2033,14470,1,No,18,3,3,1,1,2,4,1,0,0,0,1,7.617759576608505,0.5,0.0,0.0,0.0058997050147492625,0,1,0,1,26-35,저소득,0-2년
34,No,Travel_Rarely,254,Research & Development,1,2,Life Sciences,2,Male,83,2,1,Research Scientist,4,Married,3622,22794,1,Yes,13,3,4,1,6,3,3,6,5,1,3,0,8.195057690895077,0.8571428571428571,0.14285714285714285,0.42857142857142855,0.0002760143527463428,1,0,0,1,26-35,중하,6-10년
31,Yes,Travel_Rarely,1365,Sales,13,4,Medical,2,Male,46,3,2,Sales Executive,1,Divorced,4233,11512,2,No,17,3,3,0,9,2,1,3,1,1,2,1,8.350902451694811,0.3,0.25,0.5,0.0030703826169107226,0,0,0,1,26-35,중하,3-5년
35,No,Travel_Rarely,538,Research & Development,25,2,Other,1,Male,54,2,2,Laboratory Technician,4,Single,3681,14004,4,No,14,3,4,0,9,3,3,3,2,0,2,0,8.211211361793023,0.3,0.0,0.5,0.006789788158609452,0,0,1,1,26-35,중하,3-5년
31,No,Travel_Rarely,525,Sales,6,4,Medical,1,Male,66,4,2,Sales Executive,4,Divorced,5460,6219,4,No,22,4,4,2,13,4,4,7,7,5,7,0,8.605387202152153,0.5,0.625,0.875,0.0010986998718183483,0,0,0,1,26-35,중상,6-10년
27,No,Travel_Rarely,798,Research & Development,6,4,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,2187,5013,0,No,12,3,3,2,6,5,2,5,3,0,3,0,7.690743163541872,0.7142857142857143,0.0,0.5,0.002742230347349177,0,0,0,0,26-35,저소득,3-5년
37,No,Travel_Rarely,558,Sales,2,3,Marketing,4,Male,75,3,2,Sales Executive,3,Married,9602,3010,4,Yes,11,3,3,1,17,3,2,3,0,1,0,0,9.169830828637973,0.16666666666666666,0.25,0.0,0.0002082682495053629,1,0,0,1,36-45,고소득,3-5년
20,No,Travel_Rarely,959,Research & Development,1,3,Life Sciences,4,Female,83,2,1,Research Scientist,2,Single,2836,11757,1,No,13,3,4,0,1,0,4,1,0,0,0,0,7.950502434808851,0.5,0.0,0.0,0.00035248501938667606,0,0,1,0,18-25,저소득,0-2년
42,No,Travel_Rarely,622,Research & Development,2,4,Life Sciences,3,Female,81,3,2,Healthcare Representative,4,Married,4089,5718,1,No,13,3,2,2,10,4,3,10,2,2,2,0,8.316300249036848,0.9090909090909091,0.18181818181818182,0.18181818181818182,0.0004889975550122249,0,0,0,0,36-45,중하,6-10년
43,No,Travel_Rarely,782,Research & Development,6,4,Other,2,Male,50,2,4,Research Director,4,Divorced,16627,2671,4,Yes,14,3,3,1,21,3,2,1,0,0,0,0,9.718843300372528,0.045454545454545456,0.0,0.0,0.00036083714216983404,1,0,0,1,36-45,고소득,0-2년
38,No,Travel_Rarely,362,Research & Development,1,1,Life Sciences,3,Female,43,3,1,Research Scientist,1,Single,2619,14561,3,No,17,3,4,0,8,3,2,0,0,0,0,0,7.8709295967551425,0.0,0.0,0.0,0.0003816793893129771,0,0,1,0,36-45,저소득,0-2년
43,No,Travel_Frequently,1001,Research & Development,9,5,Medical,4,Male,72,3,2,Laboratory Technician,3,Divorced,5679,19627,3,Yes,13,3,2,1,10,3,3,8,7,4,7,0,8.644706511715198,0.7272727272727273,0.4444444444444444,0.7777777777777778,0.0015845070422535212,1,1,0,1,36-45,중상,6-10년
48,No,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,4,Female,40,2,4,Manager,1,Married,15402,17997,7,No,11,3,1,1,21,3,1,3,2,0,2,0,9.642317574624458,0.13636363636363635,0.0,0.5,6.492241771083555e-05,0,0,0,0,46-55,고소득,3-5년
44,No,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,Female,50,2,2,Human Resources,3,Single,5985,26894,4,No,11,3,2,0,10,1,4,2,2,0,2,0,8.697178688412643,0.18181818181818182,0.0,0.6666666666666666,0.0001670564650851988,0,0,1,0,36-45,중상,0-2년
34,No,Travel_Rarely,204,Sales,14,3,Technical Degree,3,Female,31,3,1,Sales Representative,3,Divorced,2579,2912,1,Yes,18,3,4,2,8,3,3,8,2,0,6,0,7.855544677915663,0.8888888888888888,0.0,0.6666666666666666,0.005426356589147287,1,0,0,0,26-35,저소득,6-10년
27,Yes,Travel_Rarely,1420,Sales,2,1,Marketing,3,Male,85,3,1,Sales Representative,1,Divorced,3041,16346,0,No,11,3,2,1,5,3,3,4,3,0,2,1,8.020270472819238,0.6666666666666666,0.0,0.4,0.0006574621959237344,0,0,0,1,26-35,중하,3-5년
21,No,Travel_Rarely,1343,Sales,22,1,Technical Degree,3,Male,49,3,1,Sales Representative,3,Single,3447,24444,1,No,11,3,3,0,3,2,3,3,2,1,2,0,8.145549631783584,0.75,0.25,0.5,0.0063805104408352666,0,0,1,1,18-25,중하,3-5년
44,No,Travel_Rarely,1315,Research & Development,3,4,Other,4,Male,35,3,5,Manager,4,Married,19513,9358,4,Yes,12,3,1,1,26,2,4,2,2,0,1,0,9.878887435667895,0.07407407407407407,0.0,0.3333333333333333,0.00015373577944040177,1,0,0,1,36-45,고소득,0-2년
22,No,Travel_Rarely,604,Research & Development,6,1,Medical,1,Male,69,3,1,Research Scientist,3,Married,2773,12145,0,No,20,4,4,0,3,3,3,2,2,2,2,0,7.928045600874777,0.5,0.6666666666666666,0.6666666666666666,0.0021629416005767843,0,0,0,1,18-25,저소득,0-2년
33,No,Travel_Rarely,1216,Sales,8,4,Marketing,3,Male,39,3,2,Sales Executive,3,Divorced,7104,20431,0,No,12,3,4,0,6,3,3,5,0,1,2,0,8.868554040531201,0.7142857142857143,0.16666666666666666,0.3333333333333333,0.0011259676284306826,0,0,0,1,26-35,중상,3-5년
32,No,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,Female,92,3,2,Research Scientist,4,Married,6322,18089,1,Yes,12,3,4,1,6,2,2,6,4,0,5,0,8.751949058058614,0.8571428571428571,0.0,0.7142857142857143,0.001423374980230903,1,0,0,0,26-35,중상,6-10년
30,No,Travel_Frequently,160,Research & Development,3,3,Medical,3,Female,71,3,1,Research Scientist,3,Divorced,2083,22653,1,No,20,4,3,1,1,2,3,1,0,0,0,0,7.642044402873258,0.5,0.0,0.0,0.0014395393474088292,0,1,0,0,26-35,저소득,0-2년
53,No,Travel_Rarely,238,Sales,1,1,Medical,4,Female,34,3,2,Sales Executive,1,Single,8381,7507,7,No,20,4,4,0,18,2,4,14,7,8,10,0,9.033841828485016,0.7368421052631579,0.5333333333333333,0.6666666666666666,0.00011930326890956812,0,0,1,0,46-55,고소득,11-20년
34,No,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,2,Male,42,3,1,Research Scientist,4,Married,2691,7660,1,No,12,3,4,1,10,4,2,10,9,8,8,0,7.898039690764619,0.9090909090909091,0.7272727272727273,0.7272727272727273,0.0003714710252600297,0,0,0,1,26-35,저소득,6-10년
45,Yes,Travel_Frequently,306,Sales,26,4,Life Sciences,1,Female,100,3,2,Sales Executive,1,Married,4286,5630,2,No,14,3,4,2,5,4,3,1,1,0,0,1,8.363342466597977,0.16666666666666666,0.0,0.0,0.006064847212502915,0,1,0,0,36-45,중하,0-2년
