Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,income_log,tenure_ratio,promotion_gap_ratio,manager_tenure_ratio,distance_per_income,age_group,income_group,tenure_group,attrition_flag
36,Non-Travel,Sales,1,5,Medical,4,Female,3,2,Sales Executive,4,Single,6653,4,No,15,3,2,0,7,6,3,1,0,0,0,8.802973456578423,0.125,0.0,0.0,0.0001502855425308,36-45,중상,0-2년,0
36,Travel_Frequently,Sales,3,4,Medical,1,Male,2,3,Sales Executive,4,Married,9699,4,No,11,3,1,1,16,2,3,13,9,1,12,9.179881164491476,0.7647058823529411,0.0714285714285714,0.8571428571428571,0.0003092783505154,36-45,고소득,11-20년,0
57,Travel_Rarely,Research & Development,1,4,Medical,4,Male,3,2,Healthcare Representative,3,Married,6755,2,No,11,3,3,0,15,2,3,3,2,1,2,8.81818627792769,0.1875,0.25,0.5,0.0001480165778567,56-65,중상,3-5년,0
40,Travel_Rarely,Research & Development,10,4,Life Sciences,4,Female,4,1,Laboratory Technician,3,Married,2213,3,Yes,13,3,3,1,10,3,3,7,7,1,7,7.7025561132685825,0.6363636363636364,0.125,0.875,0.004516711833785,36-45,저소득,6-10년,0
21,Non-Travel,Sales,9,2,Medical,1,Male,3,1,Sales Representative,4,Single,2610,1,No,24,4,3,0,3,3,2,3,2,2,2,7.867488568699128,0.75,0.5,0.5,0.0034469551895825,18-25,저소득,3-5년,0
33,Travel_Rarely,Sales,5,3,Marketing,4,Female,3,1,Sales Representative,3,Single,2851,1,Yes,13,3,2,0,1,2,3,1,0,0,0,7.955775781534187,0.5,0.0,0.0,0.0017531556802244,26-35,저소득,0-2년,1
37,Travel_Rarely,Research & Development,10,3,Medical,3,Female,3,1,Laboratory Technician,1,Married,3452,6,No,20,4,2,1,17,3,3,5,4,0,3,8.146998697389993,0.2777777777777778,0.0,0.5,0.0028960324355632,36-45,중하,3-5년,0
46,Non-Travel,Research & Development,7,4,Medical,3,Female,3,2,Manufacturing Director,3,Married,5258,2,No,14,3,3,0,7,2,4,1,0,0,0,8.567696173589344,0.125,0.0,0.0,0.0013310515307092,46-55,중상,0-2년,0
41,Travel_Frequently,Sales,4,3,Marketing,1,Male,3,2,Sales Executive,2,Single,9355,1,No,18,3,3,0,8,5,3,8,7,7,7,9.143773127704067,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.0004275331338178,36-45,고소득,6-10년,1
50,Travel_Rarely,Research & Development,10,3,Technical Degree,4,Male,2,3,Healthcare Representative,4,Single,10496,6,No,15,3,4,0,20,2,3,4,3,1,3,9.258844781035798,0.1904761904761904,0.2,0.6,0.000952653138992,46-55,고소득,3-5년,0
40,Travel_Rarely,Sales,22,2,Marketing,3,Male,2,2,Sales Executive,3,Married,6380,2,Yes,12,3,1,2,8,6,3,6,4,1,0,8.761080103868347,0.6666666666666666,0.1428571428571428,0.0,0.0034477354646607,36-45,중상,6-10년,1
31,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,2,1,Research Scientist,2,Single,2657,0,Yes,16,3,4,0,3,5,3,2,2,2,2,7.885329239273191,0.5,0.6666666666666666,0.6666666666666666,0.0033860045146726,26-35,저소득,0-2년,0
21,Travel_Rarely,Sales,12,3,Life Sciences,3,Female,4,1,Sales Representative,2,Single,2716,1,No,15,3,4,0,1,0,3,1,0,0,0,7.907283609426348,0.5,0.0,0.0,0.0044166359955833,18-25,저소득,0-2년,1
29,Travel_Rarely,Research & Development,23,3,Life Sciences,4,Male,3,1,Research Scientist,4,Single,2201,9,No,16,3,4,0,6,4,3,3,2,1,2,7.697121317282625,0.4285714285714285,0.25,0.5,0.0104450499545867,26-35,저소득,3-5년,0
35,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,2,2,Healthcare Representative,2,Single,6540,9,No,19,3,3,0,10,5,3,1,1,0,0,8.785845337961213,0.0909090909090909,0.0,0.0,0.0013759364011619,26-35,중상,0-2년,0
27,Travel_Rarely,Research & Development,1,2,Medical,4,Male,3,1,Laboratory Technician,2,Divorced,3816,1,No,11,3,2,1,5,2,3,5,2,0,4,8.247220052745229,0.8333333333333334,0.0,0.6666666666666666,0.0002619858527639,26-35,중하,3-5년,0
28,Travel_Rarely,Sales,9,4,Life Sciences,2,Male,3,2,Sales Executive,4,Single,5253,1,No,16,3,4,0,7,1,3,7,5,0,7,8.566744970245486,0.875,0.0,0.875,0.00171298058622,26-35,중상,6-10년,0
49,Travel_Rarely,Research & Development,7,3,Other,2,Male,2,3,Healthcare Representative,3,Single,10965,8,No,24,4,3,0,26,2,3,5,2,0,0,9.302554855963994,0.1851851851851851,0.0,0.0,0.0006383366770016,46-55,고소득,3-5년,0
51,Travel_Rarely,Sales,14,2,Life Sciences,3,Female,3,2,Sales Executive,4,Married,4936,4,No,11,3,3,1,18,2,2,7,7,0,7,8.504513138258863,0.3684210526315789,0.0,0.875,0.0028357302005266,46-55,중상,6-10년,0
36,Travel_Rarely,Research & Development,2,3,Life Sciences,4,Female,3,1,Research Scientist,3,Married,2543,4,No,13,3,2,1,6,3,3,2,2,2,2,7.841492924460013,0.2857142857142857,0.6666666666666666,0.6666666666666666,0.0007861635220125,36-45,저소득,0-2년,0
34,Non-Travel,Sales,19,3,Marketing,1,Male,4,2,Sales Executive,4,Single,5304,8,Yes,13,3,2,0,9,3,2,5,2,0,4,8.576405051048084,0.5,0.0,0.6666666666666666,0.0035815268614514,26-35,중상,3-5년,1
55,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,3,4,Manager,4,Single,16659,2,Yes,13,3,3,0,30,2,3,5,4,1,2,9.720765915720834,0.1612903225806451,0.1666666666666666,0.3333333333333333,0.0001200480192076,46-55,고소득,3-5년,0
24,Travel_Rarely,Sales,10,4,Marketing,4,Female,3,2,Sales Executive,3,Divorced,4260,1,Yes,12,3,4,1,5,2,4,5,2,0,3,8.357259153499912,0.8333333333333334,0.0,0.5,0.0023468669326449,18-25,중하,3-5년,0
30,Travel_Rarely,Sales,2,1,Technical Degree,3,Male,3,1,Sales Representative,2,Married,2476,1,No,18,3,1,1,1,3,3,1,0,0,0,7.814803429489359,0.5,0.0,0.0,0.0008074283407347,26-35,저소득,0-2년,0
26,Travel_Frequently,Research & Development,3,1,Technical Degree,3,Male,3,1,Research Scientist,1,Single,3102,0,No,22,4,3,0,7,2,3,6,4,0,4,8.04012466444838,0.75,0.0,0.5714285714285714,0.0009668063164679,26-35,중하,6-10년,1
22,Travel_Rarely,Research & Development,11,3,Medical,1,Female,3,1,Research Scientist,2,Married,2244,1,No,13,3,4,1,2,1,3,2,1,1,2,7.716460800176355,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0048997772828507,18-25,저소득,0-2년,0
36,Travel_Rarely,Sales,2,2,Medical,2,Male,2,3,Sales Executive,3,Married,7596,1,No,13,3,2,2,10,2,3,10,9,9,0,8.935508711503221,0.9090909090909092,0.8181818181818182,0.0,0.0002632618138738,36-45,중상,6-10년,0
30,Travel_Frequently,Research & Development,4,3,Technical Degree,3,Male,3,1,Research Scientist,4,Single,2285,9,Yes,23,4,3,0,3,4,3,1,0,0,0,7.734558844354756,0.25,0.0,0.0,0.0017497812773403,26-35,저소득,0-2년,1
37,Travel_Rarely,Research & Development,14,3,Life Sciences,4,Female,3,1,Laboratory Technician,1,Divorced,3034,1,No,12,3,3,1,18,2,2,18,7,12,17,8.017966703493599,0.9473684210526316,0.631578947368421,0.8947368421052632,0.0046128500823723,36-45,중하,11-20년,0
40,Travel_Rarely,Sales,2,2,Marketing,4,Female,3,2,Sales Executive,2,Divorced,5715,7,No,12,3,3,2,8,5,3,5,4,1,3,8.651024539049757,0.5555555555555556,0.1666666666666666,0.5,0.0003498950314905,36-45,중상,3-5년,0
42,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,3,1,Laboratory Technician,1,Divorced,2576,3,No,16,3,2,1,8,5,3,5,2,1,2,7.854381210652365,0.5555555555555556,0.1666666666666666,0.3333333333333333,0.0003880481179666,36-45,저소득,3-5년,0
37,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Male,3,2,Manufacturing Director,2,Single,4197,2,Yes,12,3,4,0,18,2,2,1,0,0,1,8.342363500380579,0.0526315789473684,0.0,0.5,0.0023820867079561,36-45,중하,0-2년,0
43,Travel_Rarely,Research & Development,12,3,Life Sciences,1,Male,2,4,Research Director,2,Divorced,14336,1,No,11,3,3,1,25,3,3,25,10,3,9,9.570598887246268,0.9615384615384616,0.1153846153846153,0.3461538461538461,0.0008369951872776,36-45,고소득,20년 초과,0
40,Travel_Rarely,Research & Development,2,3,Medical,2,Female,2,2,Laboratory Technician,3,Married,3448,6,No,22,4,2,1,20,3,3,1,0,0,0,8.145839612936841,0.0476190476190476,0.0,0.0,0.0005798782255726,36-45,중하,0-2년,0
54,Travel_Rarely,Research & Development,5,2,Medical,1,Male,3,5,Research Director,1,Married,19406,4,No,11,3,3,1,24,4,2,4,2,1,2,9.873389104712096,0.16,0.2,0.4,0.0002576389962384,46-55,고소득,3-5년,0
34,Non-Travel,Sales,4,4,Marketing,3,Female,3,2,Sales Executive,3,Married,6538,9,No,15,3,1,1,6,3,3,3,2,1,2,8.785539527561276,0.4285714285714285,0.25,0.5,0.0006117143294081,26-35,중상,3-5년,0
31,Travel_Rarely,Research & Development,7,2,Medical,2,Female,3,2,Manufacturing Director,1,Married,4306,1,No,12,3,2,1,13,5,1,13,10,3,12,8.36799688505411,0.9285714285714286,0.2142857142857142,0.8571428571428571,0.0016252612026932,26-35,중하,11-20년,0
43,Travel_Frequently,Research & Development,21,3,Medical,4,Male,3,1,Laboratory Technician,4,Married,2258,7,No,20,4,1,1,8,1,3,3,2,1,2,7.7226775164680035,0.3333333333333333,0.25,0.5,0.0092961487383798,36-45,저소득,3-5년,0
43,Travel_Rarely,Research & Development,8,4,Other,3,Female,3,2,Healthcare Representative,3,Divorced,4522,4,Yes,14,3,4,0,8,3,3,5,2,0,2,8.416930769477844,0.5555555555555556,0.0,0.3333333333333333,0.001768737563564,36-45,중하,3-5년,0
25,Travel_Rarely,Sales,4,2,Life Sciences,2,Female,2,2,Sales Executive,4,Single,4487,1,Yes,11,3,2,0,5,3,3,5,4,1,3,8.409162447202533,0.8333333333333334,0.1666666666666666,0.5,0.0008912655971479,18-25,중하,3-5년,0
37,Non-Travel,Research & Development,25,5,Medical,2,Female,3,2,Research Scientist,3,Married,4449,3,Yes,15,3,1,2,15,2,3,13,11,10,7,8.400659375160286,0.8125,0.7142857142857143,0.5,0.0056179775280898,36-45,중하,11-20년,0
31,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,2,1,Laboratory Technician,1,Married,2218,1,No,12,3,3,1,4,3,3,4,2,3,2,7.704811922932594,0.8,0.6,0.4,0.0004506534474988,26-35,저소득,3-5년,0
39,Travel_Frequently,Research & Development,1,1,Life Sciences,2,Male,3,5,Manager,3,Divorced,19197,1,Yes,14,3,3,1,21,3,3,21,8,1,6,9.862561385923485,0.9545454545454546,0.0454545454545454,0.2727272727272727,5.208875924575477e-05,36-45,고소득,20년 초과,0
56,Travel_Frequently,Sales,6,3,Life Sciences,3,Female,4,4,Sales Executive,1,Married,13212,9,No,11,3,4,3,36,0,2,7,7,7,7,9.488956472414216,0.1891891891891892,0.875,0.875,0.0004540982365851,56-65,고소득,6-10년,0
30,Travel_Rarely,Sales,12,3,Technical Degree,2,Female,3,2,Sales Executive,3,Single,6577,0,No,11,3,2,0,6,6,3,5,4,4,4,8.791486026749002,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.0018242626938279,26-35,중상,3-5년,0
41,Travel_Rarely,Sales,1,3,Marketing,2,Male,4,3,Sales Executive,1,Married,8392,1,No,16,3,3,1,10,2,3,10,7,0,7,9.035153304082828,0.9090909090909092,0.0,0.6363636363636364,0.0001191469081377,36-45,고소득,6-10년,0
28,Travel_Rarely,Research & Development,17,2,Medical,3,Male,3,2,Laboratory Technician,1,Divorced,4558,1,No,12,3,4,1,10,2,3,10,0,1,8,8.424858580213442,0.9090909090909092,0.0909090909090909,0.7272727272727273,0.0037288879140162,26-35,중하,6-10년,0
25,Travel_Rarely,Research & Development,3,3,Medical,1,Male,3,1,Laboratory Technician,1,Married,4031,5,No,13,3,3,1,6,5,3,2,2,0,2,8.302017809751204,0.2857142857142857,0.0,0.6666666666666666,0.0007440476190476,18-25,중하,0-2년,1
52,Travel_Rarely,Research & Development,3,3,Medical,4,Male,2,3,Manufacturing Director,3,Married,7969,2,Yes,14,3,3,0,28,4,3,5,4,0,4,8.98343977178426,0.1724137931034483,0.0,0.6666666666666666,0.0003764115432873,46-55,중상,3-5년,0
45,Travel_Rarely,Research & Development,10,2,Life Sciences,1,Male,3,1,Research Scientist,4,Married,2654,3,No,21,4,4,2,8,3,2,2,2,0,2,7.884199933676039,0.2222222222222222,0.0,0.6666666666666666,0.0037664783427495,36-45,저소득,0-2년,0
52,Travel_Rarely,Research & Development,4,2,Life Sciences,4,Female,3,4,Manager,4,Married,16555,2,No,13,3,4,0,31,2,1,5,2,1,4,9.714503852868624,0.15625,0.1666666666666666,0.6666666666666666,0.0002416042522348,46-55,고소득,3-5년,0
42,Travel_Frequently,Research & Development,29,2,Life Sciences,1,Female,3,2,Research Scientist,3,Divorced,4556,2,No,11,3,2,1,19,3,3,5,4,0,2,8.424419791263883,0.25,0.0,0.3333333333333333,0.0063638358569234,36-45,중하,3-5년,0
30,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,1,2,Manufacturing Director,4,Single,6091,2,No,20,4,3,0,11,2,3,5,4,0,2,8.714731714015052,0.4166666666666667,0.0,0.3333333333333333,0.000328299409061,26-35,중상,3-5년,0
60,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Female,3,5,Manager,1,Married,19566,5,No,11,3,4,0,33,5,1,29,8,11,10,9.8815997527781,0.8529411764705882,0.3666666666666666,0.3333333333333333,0.0003577451832166,56-65,고소득,20년 초과,0
46,Travel_Rarely,Research & Development,18,3,Medical,3,Female,3,2,Manufacturing Director,3,Divorced,4810,2,No,14,3,3,1,19,5,2,10,7,0,8,8.478660241699453,0.5,0.0,0.7272727272727273,0.0037414258989815,46-55,중하,6-10년,0
42,Travel_Frequently,Research & Development,28,4,Technical Degree,4,Female,2,2,Healthcare Representative,4,Married,4523,0,No,11,3,4,3,7,4,4,6,5,0,4,8.41715183723601,0.75,0.0,0.5714285714285714,0.0061892130857648,36-45,중하,6-10년,0
24,Travel_Rarely,Sales,1,1,Technical Degree,1,Female,3,1,Sales Representative,2,Single,3202,1,Yes,16,3,2,0,6,4,3,5,3,1,4,8.071843149609158,0.7142857142857143,0.1666666666666666,0.6666666666666666,0.0003122073056509,18-25,중하,3-5년,1
34,Travel_Frequently,Sales,6,2,Marketing,4,Female,1,1,Sales Representative,3,Divorced,2351,0,No,16,3,4,1,3,3,2,2,2,1,0,7.763021309018518,0.5,0.3333333333333333,0.0,0.0025510204081632,26-35,저소득,0-2년,1
38,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Male,3,1,Laboratory Technician,4,Married,1702,1,Yes,23,4,3,1,1,3,3,1,0,0,0,7.440146680662688,0.5,0.0,0.0,0.001174398120963,36-45,저소득,0-2년,0
40,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,3,5,Manager,3,Married,18041,0,No,14,3,4,0,21,2,3,20,15,1,12,9.800457652216584,0.9090909090909092,0.0476190476190476,0.5714285714285714,0.0001108524553818,36-45,고소득,11-20년,0
26,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Female,3,1,Research Scientist,4,Divorced,2886,1,No,22,4,2,2,3,3,1,3,2,0,2,7.967973179662935,0.75,0.0,0.5,0.0079667474887426,26-35,저소득,3-5년,0
30,Non-Travel,Research & Development,3,3,Life Sciences,3,Male,3,1,Laboratory Technician,4,Married,2097,4,No,15,3,3,1,9,3,1,5,3,1,4,7.648739788956242,0.5,0.1666666666666666,0.6666666666666666,0.0014299332697807,26-35,저소득,3-5년,0
29,Travel_Rarely,Research & Development,3,4,Medical,2,Male,2,3,Research Director,3,Married,11935,1,No,18,3,3,0,10,2,3,10,2,0,7,9.387314322443542,0.9090909090909092,0.0,0.6363636363636364,0.0002513404825737,26-35,고소득,6-10년,0
29,Travel_Rarely,Research & Development,25,5,Technical Degree,3,Female,2,1,Research Scientist,2,Married,2546,5,No,16,3,2,0,6,2,4,2,2,1,1,7.842671474979457,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.0098154691794267,26-35,저소득,0-2년,1
19,Travel_Rarely,Human Resources,2,2,Technical Degree,1,Male,2,1,Human Resources,4,Single,2564,1,No,12,3,3,0,1,3,4,1,0,0,0,7.84971375760487,0.5,0.0,0.0,0.0007797270955165,18-25,저소득,0-2년,1
30,Non-Travel,Sales,22,4,Other,3,Female,3,3,Sales Executive,1,Married,8412,0,No,11,3,3,0,10,3,3,9,8,7,8,9.037533407550814,0.8181818181818182,0.7,0.8,0.0026150005943183,26-35,고소득,6-10년,0
57,Travel_Rarely,Sales,29,3,Marketing,1,Male,2,4,Manager,4,Divorced,14118,3,No,12,3,3,1,32,3,2,1,0,0,0,9.555276687009526,0.0303030303030303,0.0,0.0,0.0020539698278914,56-65,고소득,0-2년,0
50,Travel_Rarely,Research & Development,29,4,Life Sciences,2,Male,2,4,Manager,3,Married,17046,0,No,15,3,2,1,28,2,3,27,10,15,7,9.743729514150925,0.9310344827586208,0.5357142857142857,0.25,0.0017011790930955,46-55,고소득,20년 초과,0
30,Non-Travel,Research & Development,2,3,Medical,3,Female,3,1,Laboratory Technician,4,Single,2564,0,No,14,3,3,0,12,2,2,11,7,6,7,7.84971375760487,0.8461538461538461,0.5,0.5833333333333334,0.0007797270955165,26-35,저소득,11-20년,0
60,Travel_Frequently,Sales,28,3,Marketing,3,Female,2,3,Sales Executive,1,Married,10266,4,No,19,3,4,0,22,5,4,18,13,13,11,9.236690147298964,0.782608695652174,0.6842105263157895,0.5789473684210527,0.0027271841823317,56-65,고소득,11-20년,0
47,Travel_Rarely,Research & Development,2,2,Medical,1,Female,3,2,Manufacturing Director,4,Divorced,5070,5,No,13,3,3,3,20,2,3,5,0,0,4,8.531293315795018,0.238095238095238,0.0,0.6666666666666666,0.0003943995267205,46-55,중상,3-5년,0
46,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,3,4,Research Director,3,Married,17861,6,No,13,3,3,0,26,2,1,3,2,0,1,9.790430830243832,0.1111111111111111,0.0,0.25,0.0001119695442839,46-55,고소득,3-5년,0
35,Travel_Rarely,Research & Development,22,3,Life Sciences,4,Male,1,1,Laboratory Technician,3,Single,4230,0,No,15,3,3,0,6,2,3,5,4,4,3,8.350193650720067,0.7142857142857143,0.6666666666666666,0.5,0.0051997163791065,26-35,중하,3-5년,0
54,Travel_Rarely,Research & Development,8,4,Life Sciences,3,Female,3,2,Laboratory Technician,3,Single,3780,7,No,11,3,3,0,19,3,3,1,0,0,0,8.237743803890933,0.05,0.0,0.0,0.0021158423697434,46-55,중하,0-2년,0
34,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,2,1,Research Scientist,3,Divorced,2768,3,No,12,3,3,1,14,3,3,7,3,5,7,7.926241523170962,0.4666666666666667,0.625,0.875,0.0007222824124232,26-35,저소득,6-10년,0
46,Travel_Rarely,Sales,10,3,Marketing,3,Female,2,3,Sales Executive,4,Married,9071,2,Yes,19,3,3,1,15,3,3,3,2,1,2,9.112948025967532,0.1875,0.25,0.5,0.0011022927689594,46-55,고소득,3-5년,0
31,Travel_Rarely,Research & Development,9,1,Life Sciences,3,Male,3,3,Manufacturing Director,2,Divorced,10648,1,No,25,4,4,1,13,6,4,13,8,0,8,9.273221270015384,0.9285714285714286,0.0,0.5714285714285714,0.000845149779322,26-35,고소득,11-20년,0
33,Travel_Rarely,Research & Development,15,1,Medical,2,Male,3,3,Manager,3,Married,13610,7,Yes,12,3,4,0,15,2,4,7,6,7,7,9.518633568332074,0.4375,0.875,0.875,0.0011020498126515,26-35,고소득,6-10년,1
33,Travel_Rarely,Research & Development,10,1,Medical,1,Male,1,1,Laboratory Technician,4,Divorced,3408,7,No,13,3,1,3,8,2,3,4,3,1,3,8.134174272137903,0.4444444444444444,0.2,0.6,0.0029334115576415,26-35,중하,3-5년,1
30,Travel_Rarely,Sales,7,1,Marketing,4,Male,3,1,Sales Representative,2,Single,2983,0,No,14,3,1,0,4,3,3,3,2,1,2,8.001019961323651,0.6,0.25,0.5,0.0023458445040214,26-35,중하,3-5년,0
35,Travel_Rarely,Research & Development,16,3,Life Sciences,4,Male,3,3,Healthcare Representative,3,Married,7632,4,Yes,12,3,3,0,10,2,3,8,7,0,0,8.94023623179847,0.7272727272727273,0.0,0.0,0.0020961614044281,26-35,중상,6-10년,0
31,Travel_Frequently,Research & Development,20,3,Life Sciences,1,Male,3,3,Healthcare Representative,3,Married,9824,3,No,12,3,1,0,12,2,3,1,0,0,0,9.19268543673746,0.0769230769230769,0.0,0.0,0.0020356234096692,26-35,고소득,0-2년,1
34,Travel_Frequently,Human Resources,23,3,Human Resources,2,Female,3,3,Human Resources,1,Divorced,9950,9,Yes,15,3,3,3,11,2,3,3,2,0,2,9.205428327615165,0.25,0.0,0.5,0.0023113254949251,26-35,고소득,3-5년,1
42,Travel_Frequently,Research & Development,5,2,Other,2,Male,3,1,Laboratory Technician,3,Married,2093,4,No,17,3,4,1,8,4,3,2,2,2,0,7.646831391430482,0.2222222222222222,0.6666666666666666,0.0,0.0023877745940783,36-45,저소득,0-2년,0
36,Non-Travel,Sales,10,4,Medical,2,Male,3,3,Sales Executive,4,Single,9980,1,No,14,3,4,0,10,3,2,10,3,9,7,9.208438564686588,0.9090909090909092,0.8181818181818182,0.6363636363636364,0.001001903616872,36-45,고소득,6-10년,0
22,Travel_Frequently,Research & Development,4,1,Technical Degree,3,Male,2,1,Laboratory Technician,3,Single,3894,5,No,16,3,3,0,4,3,3,2,2,1,2,8.267448958304849,0.4,0.3333333333333333,0.6666666666666666,0.0010269576379974,18-25,중하,0-2년,1
48,Travel_Rarely,Sales,2,5,Marketing,2,Female,3,2,Sales Executive,4,Married,4051,2,No,14,3,1,1,14,2,3,9,7,6,7,8.306965865368573,0.6,0.6,0.7,0.0004935834155972,46-55,중하,6-10년,0
55,Travel_Rarely,Sales,18,5,Life Sciences,1,Female,3,4,Manager,2,Single,16835,3,No,23,4,4,0,37,2,3,10,9,7,7,9.731274729890462,0.2631578947368421,0.6363636363636364,0.6363636363636364,0.0010691375623663,46-55,고소득,6-10년,0
41,Non-Travel,Sales,10,2,Life Sciences,4,Male,3,2,Sales Executive,4,Single,6230,7,No,14,3,4,0,16,3,3,14,3,1,10,8.737292112544221,0.8235294117647058,0.0666666666666666,0.6666666666666666,0.0016048788316482,36-45,중상,11-20년,0
35,Travel_Rarely,Sales,1,3,Marketing,2,Male,3,2,Sales Executive,3,Married,4717,9,No,11,3,3,0,15,2,3,11,9,6,9,8.45914025996762,0.6875,0.5,0.75,0.0002119542178889,26-35,중하,11-20년,0
40,Travel_Rarely,Research & Development,6,3,Life Sciences,2,Female,3,4,Manufacturing Director,3,Single,13237,7,No,15,3,3,0,22,3,3,20,6,5,13,9.490846760678869,0.8695652173913043,0.238095238095238,0.6190476190476191,0.0004532406707961,36-45,고소득,11-20년,0
39,Travel_Frequently,Research & Development,8,1,Life Sciences,3,Female,3,1,Laboratory Technician,3,Married,3755,1,No,11,3,1,1,8,3,3,8,3,0,7,8.231109840328154,0.8888888888888888,0.0,0.7777777777777778,0.0021299254526091,36-45,중하,6-10년,0
31,Travel_Rarely,Sales,2,1,Life Sciences,2,Male,3,2,Sales Executive,4,Single,6582,4,Yes,13,3,3,0,10,2,4,6,5,0,5,8.792245847467877,0.5454545454545454,0.0,0.7142857142857143,0.0003038128512836,26-35,중상,6-10년,0
42,Travel_Rarely,Research & Development,24,3,Medical,4,Male,3,3,Manufacturing Director,1,Married,7406,1,Yes,21,4,4,1,10,5,2,10,9,5,8,8.91018077801329,0.9090909090909092,0.4545454545454545,0.7272727272727273,0.0032401782098015,36-45,중상,6-10년,0
45,Travel_Rarely,Sales,2,3,Other,4,Male,3,2,Sales Executive,2,Married,4805,0,No,19,3,2,1,9,3,4,8,7,3,7,8.477620416296414,0.8,0.3333333333333333,0.7777777777777778,0.0004161464835622,36-45,중하,6-10년,0
26,Travel_Frequently,Human Resources,17,4,Life Sciences,2,Female,3,1,Human Resources,3,Divorced,2741,0,Yes,11,3,2,1,8,2,2,7,7,1,0,7.91644286012226,0.7777777777777778,0.125,0.0,0.0061998541210795,26-35,저소득,6-10년,1
29,Travel_Rarely,Research & Development,19,3,Technical Degree,4,Male,3,2,Manufacturing Director,4,Divorced,4262,4,No,12,3,2,2,8,2,4,3,2,1,2,8.35772841676521,0.3333333333333333,0.25,0.5,0.0044569551958714,26-35,중하,3-5년,0
33,Travel_Rarely,Research & Development,1,5,Medical,1,Female,4,4,Research Director,3,Divorced,16184,4,No,19,3,3,1,10,2,3,6,1,0,5,9.691840166360343,0.5454545454545454,0.0,0.7142857142857143,6.178560395427866e-05,26-35,고소득,6-10년,0
31,Travel_Rarely,Sales,7,3,Life Sciences,3,Male,2,3,Manager,4,Divorced,11557,9,No,21,4,3,1,10,3,2,5,4,0,1,9.355133116877724,0.4545454545454545,0.0,0.1666666666666666,0.0006056411143796,26-35,고소득,3-5년,0
18,Travel_Frequently,Sales,5,3,Marketing,2,Male,3,1,Sales Representative,2,Single,1878,1,Yes,14,3,4,0,0,3,3,0,0,0,0,7.538494999413465,0.0,0.0,0.0,0.0026609898882384,18-25,저소득,0-2년,1
40,Non-Travel,Sales,28,3,Other,3,Male,1,3,Sales Executive,1,Divorced,10932,3,No,15,3,3,1,20,2,3,1,0,0,1,9.299541017434484,0.0476190476190476,0.0,0.5,0.0025610536906613,36-45,고소득,0-2년,0
41,Non-Travel,Research & Development,2,4,Other,1,Female,2,2,Healthcare Representative,3,Single,6811,2,Yes,17,3,1,0,10,3,3,8,7,0,7,8.826441041782578,0.7272727272727273,0.0,0.7777777777777778,0.0002935995302407,36-45,중상,6-10년,0
26,Travel_Rarely,Sales,29,2,Medical,1,Male,3,2,Sales Executive,3,Divorced,4306,5,No,12,3,1,2,8,5,3,0,0,0,0,8.36799688505411,0.0,0.0,0.0,0.0067332249825864,26-35,중하,0-2년,0
35,Travel_Rarely,Sales,1,3,Medical,1,Female,3,2,Sales Executive,3,Single,4859,1,No,16,3,4,0,5,3,3,5,4,0,3,8.48879371689454,0.8333333333333334,0.0,0.5,0.0002057613168724,26-35,중하,3-5년,0
34,Travel_Rarely,Sales,21,4,Life Sciences,4,Male,4,2,Sales Executive,4,Single,5337,1,No,12,3,4,0,10,3,3,10,7,5,7,8.58260632996447,0.9090909090909092,0.4545454545454545,0.6363636363636364,0.0039340576995129,26-35,중상,6-10년,0
26,Travel_Rarely,Research & Development,24,3,Technical Degree,3,Male,1,1,Laboratory Technician,4,Single,2340,1,Yes,18,3,2,0,1,3,1,1,0,0,0,7.75833346749091,0.5,0.0,0.0,0.0102520290474156,26-35,저소득,0-2년,1
37,Travel_Rarely,Research & Development,1,3,Technical Degree,2,Female,3,3,Manufacturing Director,4,Single,7491,4,No,17,3,4,0,12,3,4,6,5,1,2,8.921591063563978,0.4615384615384615,0.1428571428571428,0.2857142857142857,0.0001334757074212,36-45,중상,6-10년,0
